BANNER,LOINC #,Long Common Name,CLASS,Class Override,Rank,Example UCUM,Example UCUM Display,Comments,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,System Adjusted,GROUP,
,26927-4,Herpes simplex virus 2 IgM Ab [Titer] in Serum by Immunofluorescence,MICRO,Micro,1914,{titer},titer,,Herpes simplex virus 2 Ab.IgM,Titr,Pt,Ser,Qn,IF,Any,HSV 2 IgM Ab,
,5202-7,Herpes simplex virus Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1621,{index},index,,Herpes simplex virus Ab,ACnc,Pt,Ser,Qn,EIA,Any,HSV Ab,
,20446-1,Herpes simplex virus IgG Ab [interpretation] in Serum by Immunoassay,MICRO,Micro,1733,,,,Herpes simplex virus Ab.IgG,Imp,Pt,Ser,Nom,EIA,Any,HSV IgG Ab,
,25435-9,Herpes simplex virus IgM Ab [Presence] in Serum,MICRO,Micro,1737,,,,Herpes simplex virus Ab.IgM,ACnc,Pt,Ser,Ord,,Any,HSV IgM Ab,
,40729-6,Herpes simplex virus IgM Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1997,,,,Herpes simplex virus Ab.IgM,ACnc,Pt,Ser,Ord,EIA,Any,HSV IgM Ab,
,31418-7,Heterophile Ab [Presence] in Serum,MICRO,Micro,566,,,,Heterophile Ab,ACnc,Pt,Ser,Ord,,Any,Heterophile (mono test),
,5213-4,Heterophile Ab [Presence] in Serum by Latex agglutination,MICRO,Micro,855,,,,Heterophile Ab,ACnc,Pt,Ser,Ord,LA,Any,Heterophile (mono test),
,5218-3,Histoplasma capsulatum Ab [Presence] in Serum by Immune diffusion (ID),MICRO,Micro,1103,,,,Histoplasma capsulatum Ab,ACnc,Pt,Ser,Ord,Immune diffusion,Any,H capsulatum Ab,
,19108-0,Histoplasma capsulatum Ag [Presence] in Serum,MICRO,Micro,1063,,,,Histoplasma capsulatum Ag,ACnc,Pt,Ser,Ord,,Any,H capsulatum Ag,
,44525-4,Histoplasma capsulatum Ag [Presence] in Serum by Immunoassay,MICRO,Micro,1064,,,,Histoplasma capsulatum Ag,ACnc,Pt,Ser,Ord,EIA,Any,H capsulatum Ag,
,19107-2,Histoplasma capsulatum Ag [Units/volume] in Serum by Radioimmunoassay (RIA),MICRO,Micro,495,{index},index,,Histoplasma capsulatum Ag,ACnc,Pt,Ser,Qn,RIA,Any,H capsulatum Ag,
,35732-7,Histoplasma capsulatum H Ab [Presence] in Serum by Immune diffusion (ID),MICRO,Micro,1507,,,,Histoplasma capsulatum H Ab,ACnc,Pt,Ser,Ord,Immune diffusion,Any,H capsulatum H Ab,
,44528-8,Histoplasma capsulatum M Ab [Presence] in Serum,MICRO,Micro,1503,,,,Histoplasma capsulatum M Ab,ACnc,Pt,Ser,Ord,,Any,H capsulatum M Ab,
,20573-2,Histoplasma capsulatum mycelial phase Ab [Titer] in Serum by Complement fixation,MICRO,Micro,977,{titer},titer,,Histoplasma capsulatum mycelial phase Ab,Titr,Pt,Ser,Qn,Comp fix,Any,H capsulatum mycelial Ab,
,20574-0,Histoplasma capsulatum yeast phase Ab [Titer] in Serum by Complement fixation,MICRO,Micro,1157,{titer},titer,,Histoplasma capsulatum yeast phase Ab,Titr,Pt,Ser,Qn,Comp fix,Any,H capsulatum yeast Ab,
,42768-2,HIV 1 & 2 Ab [interpretation] in Serum Narrative,MICRO,Micro,1028,,,,HIV 1 & 2 Ab,Imp,Pt,Ser,Nar,,Any,HIV 1 & 2 Ab,
,44607-0,HIV 1 [interpretation] in Serum by Immunoassay,MICRO,Micro,1846,,,,HIV 1,Imp,Pt,Ser,Nom,EIA,Any,HIV 1,
,7917-8,HIV 1 Ab [Presence] in Serum,MICRO,Micro,1611,,,,HIV 1 Ab,ACnc,Pt,Ser,Ord,,Any,HIV 1 Ab,
,29893-5,HIV 1 Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1177,,,,HIV 1 Ab,ACnc,Pt,Ser,Ord,EIA,Any,HIV 1 Ab,
,5221-7,HIV 1 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1510,,,,HIV 1 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV 1 Ab,
,13499-9,HIV 1 Ab band pattern [interpretation] in Serum by Immunoblot (IB),MICRO,Micro,1353,,,,HIV 1 Ab band pattern,Imp,Pt,Ser,Nom,IB,Any,HIV1 - IB interp,
,24012-7,HIV 1 Ag [Presence] in Serum,MICRO,Micro,785,,,,HIV 1 Ag,ACnc,Pt,Ser,Ord,,Any,HIV 1 Ag,
,5222-5,HIV 1 Ag [Presence] in Serum by Immunoassay,MICRO,Micro,786,,,,HIV 1 Ag,ACnc,Pt,Ser,Ord,EIA,Any,HIV 1 Ag,
,9661-0,HIV 1 gp120 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1249,,,,HIV 1 gp120 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,9660-2,HIV 1 gp160 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1242,,,,HIV 1 gp160 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,35452-2,HIV 1 gp40 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1440,,,,HIV 1 gp40 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,9662-8,HIV 1 gp41 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1393,,,,HIV 1 gp41 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,12859-5,HIV 1 p18 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1400,,,,HIV 1 p18 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,9664-4,HIV 1 p24 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1248,,,,HIV 1 p24 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,9666-9,HIV 1 p31 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1250,,,,HIV 1 p31 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV1 - IB,
,9667-7,HIV 1 p51 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1245,,,,HIV 1 p51 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV 2 1B,
,9668-5,HIV 1 p55 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1244,,,,HIV 1 p55 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV 2 1B,
,12856-1,HIV 1 p65 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1380,,,,HIV 1 p65 Ab,ACnc,Pt,Ser,Ord,IB,Any,HIV 2 1B,
,20447-9,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by Probe & target amplification method,MICRO,Micro,626,{copies}/mL,copies/mL,Viral load,HIV 1 RNA,NCnc,Pt,Ser/Plas,Qn,Probe.amp.tar,Any,HIV 1 RNA,
,25836-8,HIV 1 RNA [#/volume] (viral load) in Unspecified specimen by Probe & target amplification method,MICRO,Micro,685,{copies}/mL,copies/mL,Viral load,HIV 1 RNA,NCnc,Pt,XXX,Qn,Probe.amp.tar,Any,HIV 1 RNA,
,24013-5,HIV 1 RNA [interpretation] in Serum,MICRO,Micro,948,,,,HIV 1 RNA,Imp,Pt,Ser,Nom,,Any,HIV 1 RNA,
,29539-4,HIV 1 RNA [Log #/volume] (viral load) in Plasma by Probe & signal amplification method,MICRO,Micro,1774,{log_copies}/mL,log_copies/mL,Viral load,HIV 1 RNA,LnCnc,Pt,Plas,Qn,Probe.amp.sig,Any,HIV 1 RNA,
,29541-0,HIV 1 RNA [Log #/volume] (viral load) in Plasma by Probe & target amplification method,MICRO,Micro,654,{log_copies}/mL,log_copies/mL,Viral load,HIV 1 RNA,LnCnc,Pt,Plas,Qn,Probe.amp.tar,Any,HIV 1 RNA,
,25835-0,HIV 1 RNA [Presence] in Serum or Plasma by Probe & target amplification method,MICRO,Micro,1661,,,,HIV 1 RNA,ACnc,Pt,Ser/Plas,Ord,Probe.amp.tar,Any,HIV 1 RNA,
,23876-6,HIV 1 RNA [Units/volume] (viral load) in Plasma by Probe & signal amplification method,MICRO,Micro,1760,{copies}/mL,copies/mL,Viral load,HIV 1 RNA,ACnc,Pt,Plas,Qn,Probe.amp.sig,Any,HIV 1 RNA,
,7918-6,HIV 1+2 Ab [Presence] in Serum,MICRO,Micro,442,,,,HIV 1+2 Ab,ACnc,Pt,Ser,Ord,,Any,HIV 1+2 Ab,
,31201-7,HIV 1+2 Ab [Presence] in Serum by Immunoassay,MICRO,Micro,324,,,,HIV 1+2 Ab,ACnc,Pt,Ser,Ord,EIA,Any,HIV 1+2 Ab,
,44533-8,HIV 1+2 Ab [Presence] in Serum from donor,MICRO,Micro,1672,,,,HIV 1+2 Ab,ACnc,Pt,Ser^donor,Ord,,Any,HIV 1+2 Ab donor,
,49580-4,HIV 1+2 Ab [Presence] in Unspecified specimen by Rapid test,MICRO,Micro,1569,,,,HIV 1+2 Ab,ACnc,Pt,XXX,Ord,Rapid test,Any,HIV 1+2 Ab,
,48345-3,HIV 1+O+2 Ab [Presence] in Serum or Plasma,MICRO,Micro,202,,,,HIV 1+O+2 Ab,ACnc,Pt,Ser/Plas,Ord,,Any,HIV 1+O+2 Ab,
,48346-1,HIV 1+O+2 Ab [Units/volume] in Serum or Plasma,MICRO,Micro,213,,,,HIV 1+O+2 Ab,ACnc,Pt,Ser/Plas,Qn,,Any,HIV 1+O+2 Ab,
,30361-0,HIV 2 Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1458,,,,HIV 2 Ab,ACnc,Pt,Ser,Ord,EIA,Any,HIV 2 Ab,
,22362-8,HTLV 1+2 Ab [Presence] in Serum,MICRO,Micro,1750,,,,HTLV 1+2 Ab,ACnc,Pt,Ser,Ord,,Any,HTLV 1+2 Ab,
,29901-6,HTLV 1+2 Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1642,,,,HTLV 1+2 Ab,ACnc,Pt,Ser,Ord,EIA,Any,HTLV 1+2 Ab,
,16982-1,HTLV 1+2 Ab [Presence] in Serum by Immunoblot (IB),MICRO,Micro,1930,,,,HTLV 1+2 Ab,ACnc,Pt,Ser,Ord,IB,Any,HTLV 1+2 Ab IB,
,44538-7,HTLV 1+2 Ab [Presence] in Serum from donor,MICRO,Micro,1673,,,,HTLV 1+2 Ab,ACnc,Pt,Ser^donor,Ord,,Any,HTLV 1 + 2 Ab donor,
,30167-1,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Cervix by Probe & signal amplification method,MICRO,Micro,172,,,,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA,ACnc,Pt,Cvx,Ord,Probe.amp.sig,Any,HPV,
,21440-3,Human papilloma virus 16+18+31+33+35+45+51+52+56 DNA [Presence] in Cervix by DNA probe,MICRO,Micro,709,,,,Human papilloma virus 16+18+31+33+35+45+51+52+56 DNA,ACnc,Pt,Cvx,Ord,Probe,Any,HPV,
,21441-1,Human papilloma virus 6+11+42+43+44 DNA [Presence] in Cervix by DNA probe,MICRO,Micro,1293,,,,Human papilloma virus 6+11+42+43+44 DNA,ACnc,Pt,Cvx,Ord,Probe,Any,HPV,
,42481-2,Human papilloma virus 6+11+42+43+44 DNA [Presence] in Cervix by Probe & signal amplification method,MICRO,Micro,557,,,,Human papilloma virus 6+11+42+43+44 DNA,ACnc,Pt,Cvx,Ord,Probe.amp.sig,Any,HPV,
,44547-8,Human papilloma virus DNA [Presence] in Unspecified specimen by Probe & signal amplification method,MICRO,Micro,1518,,,,Human papilloma virus DNA,ACnc,Pt,XXX,Ord,Probe.amp.sig,Any,HPV DNA,
,48560-7,Human papilloma virus genotype [Identifier] in Unspecified specimen by Probe & target amplification method,MICRO,Micro,1407,,,,Human papilloma virus genotype,Prid,Pt,XXX,Nom,Probe.amp.tar,Any,HPV DNA,
,46082-4,Influenza virus A Ag [Presence] in Nasopharynx by Immunoassay,MICRO,Micro,1201,,,,Influenza virus A Ag,ACnc,Pt,Nph,Ord,EIA,Any,,
,5862-8,Influenza virus A Ag [Presence] in Unspecified specimen by Immunoassay,MICRO,Micro,728,,,,Influenza virus A Ag,ACnc,Pt,XXX,Ord,EIA,Any,Influenza Virus A Ag,
,5863-6,Influenza virus A Ag [Presence] in Unspecified specimen by Immunofluorescence,MICRO,Micro,1296,,,,Influenza virus A Ag,ACnc,Pt,XXX,Ord,IF,Any,Influenza Virus A Ag,
,24015-0,Influenza virus A+B Ag [Presence] in Unspecified specimen,MICRO,Micro,1991,,,,Influenza virus A+B Ag,ACnc,Pt,XXX,Ord,,Any,Influenza Virus A+B Ag,
,6437-8,Influenza virus A+B Ag [Presence] in Unspecified specimen by Immunoassay,MICRO,Micro,1992,,,,Influenza virus A+B Ag,ACnc,Pt,XXX,Ord,EIA,Any,Influenza Virus A+B Ag,
,46083-2,Influenza virus B Ag [Presence] in Nasopharynx by Immunoassay,MICRO,Micro,1202,,,,Influenza virus B Ag,ACnc,Pt,Nph,Ord,EIA,Any,,
,5866-9,Influenza virus B Ag [Presence] in Unspecified specimen by Immunoassay,MICRO,Micro,796,,,,Influenza virus B Ag,ACnc,Pt,XXX,Ord,EIA,Any,Influenza Virus B Ag,
,41499-5,Legionella pneumophila 1 Ag [Presence] in Urine by Immunoassay,MICRO,Micro,1169,,,,Legionella pneumophila 1 Ag,ACnc,Pt,Urine,Ord,EIA,Any,L pneumophila 1 Ag (seems unlikely),
,588-4,Legionella pneumophila Ag [Presence] in Unspecified specimen by Immunofluorescence,MICRO,Micro,1360,,,,Legionella pneumophila Ag,ACnc,Pt,XXX,Ord,IF,Any,Legionella pneumophila Ag,
,6448-5,Legionella pneumophila Ag [Presence] in Urine by Radioimmunoassay (RIA),MICRO,Micro,1649,,,,Legionella pneumophila Ag,ACnc,Pt,Urine,Ord,RIA,Any,Legionella pneumophila Ag,
,593-4,Legionella sp identified in Unspecified specimen by Organism specific culture,MICRO,Micro,1154,,,,Legionella sp identified,Prid,Pt,XXX,Nom,Organism specific culture,Any,Legionella sp,
,12232-5,Measles virus Ag [Presence] in Unspecified specimen by Immunofluorescence,MICRO,Micro,467,,,,Measles virus Ag,ACnc,Pt,XXX,Ord,IF,Any,Measles virus Ag,
,20479-2,Measles virus IgG Ab [Presence] in Serum,MICRO,Micro,1133,,,,Measles virus Ab.IgG,ACnc,Pt,Ser,Ord,,Any,Measles Virus IgG Ab,
,35275-7,Measles virus IgG Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1134,,,,Measles virus Ab.IgG,ACnc,Pt,Ser,Ord,EIA,Any,Measles Virus IgG Ab,
,5244-9,Measles virus IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,627,{index},index,,Measles virus Ab.IgG,ACnc,Pt,Ser,Qn,EIA,Any,Measles Virus IgG Ab,
,22415-4,Mumps virus IgG Ab [Presence] in Serum,MICRO,Micro,1007,,,,Mumps virus Ab.IgG,ACnc,Pt,Ser,Ord,,Any,Mumps Virus IgG Ab,
,6476-6,Mumps virus IgG Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1008,,,,Mumps virus Ab.IgG,ACnc,Pt,Ser,Ord,EIA,Any,Mumps Virus IgG Ab,
,7966-5,Mumps virus IgG Ab [Units/volume] in Serum,MICRO,Micro,754,{index},index,,Mumps virus Ab.IgG,ACnc,Pt,Ser,Qn,,Any,Mumps Virus IgG Ab,
,25418-5,Mumps virus IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1789,{index},index,,Mumps virus Ab.IgG,ACnc,Pt,Ser,Qn,EIA,Any,Mumps Virus IgG Ab,
,42621-3,Mycoplasma hominis DNA [Presence] in Blood by Probe & target amplification method,MICRO,Micro,1761,,,,Mycoplasma hominis DNA,ACnc,Pt,Bld,Ord,Probe.amp.tar,Any,M hominis DNA,
,5255-5,Mycoplasma pneumoniae IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1563,{index},index,,Mycoplasma pneumoniae Ab.IgG,ACnc,Pt,Ser,Qn,EIA,Any,M pneumoniae IgG Ab,
,5256-3,Mycoplasma pneumoniae IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1556,{index},index,,Mycoplasma pneumoniae Ab.IgM,ACnc,Pt,Ser,Qn,EIA,Any,M pneumoniae IgM Ab,
,23301-5,Mycoplasma sp DNA [Presence] in Unspecified specimen by Probe & target amplification method,MICRO,Micro,1555,,,,Mycoplasma sp DNA,ACnc,Pt,XXX,Ord,Probe.amp.tar,Any,M sp DNA,
"Neisseria gonorrhoeae
[Refer to the notes above, preceding Chlamydia tests]",,,,,,,,,,,,,,,,,
,24111-7,Neisseria gonorrhoeae DNA [Presence] in Unspecified specimen by Probe & target amplification method,MICRO,Micro,178,,,,Neisseria gonorrhoeae DNA,ACnc,Pt,XXX,Ord,Probe.amp.tar,Any,N gonorrhoeae,
,21416-3,Neisseria gonorrhoeae DNA [Presence] in Urine by Probe & target amplification method,MICRO,Micro,1560,,,,Neisseria gonorrhoeae DNA,ACnc,Pt,Urine,Ord,Probe.amp.tar,Any,N gonorrhoeae,
,32198-4,Neisseria gonorrhoeae rRNA [Presence] in Cervix by DNA probe,MICRO,Micro,756,,,,Neisseria gonorrhoeae rRNA,ACnc,Pt,Cvx,Ord,Probe,Any,N gonorrhoeae,
,50388-8,Neisseria gonorrhoeae rRNA [Presence] in Cervix by Probe & target amplification method,MICRO,Micro,278,,,,Neisseria gonorrhoeae rRNA,ACnc,Pt,Cvx,Ord,Probe.amp.tar,Any,N gonorrhoeae,
,5028-6,Neisseria gonorrhoeae rRNA [Presence] in Unspecified specimen by DNA probe,MICRO,Micro,497,,,,Neisseria gonorrhoeae rRNA,ACnc,Pt,XXX,Ord,Probe,Any,N gonorrhoeae,
,43305-2,Neisseria gonorrhoeae rRNA [Presence] in Unspecified specimen by Probe & target amplification method,MICRO,Micro,256,,,,Neisseria gonorrhoeae rRNA,ACnc,Pt,XXX,Ord,Probe.amp.tar,Any,N gonorrhoeae,
,688-2,Neisseria gonorrhoeae [Presence] in Cervix by Organism specific culture,,Micro,3000,,,,,,,,,,Cervix,,
,30099-6,Neisseria gonorrhoeae [Presence] in Conjunctival specimen by Organism specific culture,,Micro,3000,,,,,,,,,,Cnjt,,
,32705-6,Neisseria gonorrhoeae Ag [Presence] in Genital specimen,,Micro,3000,,,,,,,,,,Genital,,
,47387-6,Neisseria gonorrhoeae DNA [Presence] in Genital specimen by Probe & target amplification method,MICRO,Micro,1608,,,,Neisseria gonorrhoeae DNA,ACnc,Pt,Genital,Ord,Probe.amp.tar,Genital,N gonorrhoeae,
,57289-1,Neisseria gonorrhoeae rRNA [Presence] in Nasopharynx by Probe and target amplification method,,Micro,3000,,,,,,,,,,Nph,,
,80368-4,Neisseria gonorrhoeae [Presence] in Rectum by Organism specific culture,,Micro,3000,,,,,,,,,,Rectum,,
,80366-8,Neisseria gonorrhoeae rRNA [Presence] in Rectum by Probe and target amplification method,,Micro,3000,,,,,,,,,,Rectum,,
,80369-2,Neisseria sp identified in Rectum by Organism specific culture,,Micro,3000,,,,,,,,,,Rectum,,
,697-3,Neisseria gonorrhoeae [Presence] in Urethra by Organism specific culture,,Micro,3000,,,,,,,,,,Urethra,,
,53879-3,Neisseria gonorrhoeae Ag [Presence] in Urethra,,Micro,3000,,,,,,,,,,Urethra,,
,21415-5,Neisseria gonorrhoeae DNA [Presence] in Urethra by Probe and target amplification method,,Micro,3000,,,,,,,,,,Uretha,,
,53927-0,Neisseria gonorrhoeae rRNA [Presence] in Urethra by Probe & target amplification method,MICRO,Micro,232,,,,,,,,,,Urethra,,
,43384-7,Neisseria sp identified in Urethra by Organism specific culture,,Micro,3000,,,,,,,,,,Urethra,,
,60256-5,Neisseria gonorrhoeae rRNA [Presence] in Urine by Probe & target amplification method,MICRO,Micro,233,,,,,,,,,,Urine,,
,693-2,Neisseria gonorrhoeae [Presence] in Vaginal fluid by Organism specific culture,,Micro,3000,,,,,,,,,,Vag,,
,10701-1,Ova+Parasites identified in Stool by Concentration,MICRO,Micro,257,,,,Ova+Parasites identified,Prid,Pt,Stool,Nom,Concentration,Any,Ova+Parasites identified,
,10704-5,Ova+Parasites identified in Stool by Light microscopy,MICRO,Micro,659,,,,Ova+Parasites identified,Prid,Pt,Stool,Nom,Microscopy.light,Any,Ova+Parasites identified,
,5869-3,Parainfluenza virus 1 Ag [Presence] in Unspecified specimen by Immunofluorescence,MICRO,Micro,1906,,,,Parainfluenza virus 1 Ag,ACnc,Pt,XXX,Ord,IF,Any,Parainfluenza virus 1 Ag,
,13327-2,Parainfluenza virus Ag [Presence] in Unspecified specimen by Immunofluorescence,MICRO,Micro,1701,,,,Parainfluenza virus Ag,ACnc,Pt,XXX,Ord,IF,Any,Parainfluenza virus Ag,
,29675-6,Parvovirus B19 IgG Ab [Presence] in Serum,MICRO,Micro,1744,,,,Parvovirus B19 Ab.IgG,ACnc,Pt,Ser,Ord,,Any,Parvovirus B19 IgG Ab,
,29660-8,Parvovirus B19 IgG Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1745,,,,Parvovirus B19 Ab.IgG,ACnc,Pt,Ser,Ord,EIA,Any,Parvovirus B19 IgG Ab,
,25630-5,Parvovirus B19 IgG Ab [Titer] in Serum,MICRO,Micro,1729,{titer},titer,,Parvovirus B19 Ab.IgG,Titr,Pt,Ser,Qn,,Any,Parvovirus B19 IgG Ab,
,7983-0,Parvovirus B19 IgG Ab [Units/volume] in Serum,MICRO,Micro,1457,{index},index,,Parvovirus B19 Ab.IgG,ACnc,Pt,Ser,Qn,,Any,Parvovirus B19 IgG Ab,
,5273-8,Parvovirus B19 IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1014,{index},index,,Parvovirus B19 Ab.IgG,ACnc,Pt,Ser,Qn,EIA,Any,Parvovirus B19 IgG Ab,
,7981-4,Parvovirus B19 IgM Ab [Presence] in Serum,MICRO,Micro,1746,,,,Parvovirus B19 Ab.IgM,ACnc,Pt,Ser,Ord,,Any,Parvovirus B19 IgM Ab,
,40658-7,Parvovirus B19 IgM Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1747,,,,Parvovirus B19 Ab.IgM,ACnc,Pt,Ser,Ord,EIA,Any,Parvovirus B19 IgM Ab,
,25631-3,Parvovirus B19 IgM Ab [Titer] in Serum,MICRO,Micro,1462,{titer},titer,,Parvovirus B19 Ab.IgM,Titr,Pt,Ser,Qn,,Any,Parvovirus B19 IgM Ab,
,7984-8,Parvovirus B19 IgM Ab [Units/volume] in Serum,MICRO,Micro,1280,{index},index,,Parvovirus B19 Ab.IgM,ACnc,Pt,Ser,Qn,,Any,Parvovirus B19 IgM Ab,
,5274-6,Parvovirus B19 IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1013,{index},index,,Parvovirus B19 Ab.IgM,ACnc,Pt,Ser,Qn,EIA,Any,Parvovirus B19 IgM Ab,
,5290-2,Reagin Ab [Presence] in Cerebral spinal fluid by VDRL,MICRO,Micro,1142,,,,Reagin Ab,ACnc,Pt,CSF,Ord,VDRL,Any,Syphillis Ab,
,20507-0,Reagin Ab [Presence] in Serum by RPR,MICRO,Micro,173,,,,Reagin Ab,ACnc,Pt,Ser,Ord,RPR,Any,Syphillis Ab,
,5292-8,Reagin Ab [Presence] in Serum by VDRL,MICRO,Micro,1355,,,,Reagin Ab,ACnc,Pt,Ser,Ord,VDRL,Any,Syphillis Ab,
,22463-4,Reagin Ab [Presence] in Serum from donor,MICRO,Micro,1681,,,,Reagin Ab,ACnc,Pt,Ser^donor,Ord,,Any,Syphillis Ab,
,31147-2,Reagin Ab [Titer] in Serum by RPR,MICRO,Micro,308,{titer},titer,,Reagin Ab,Titr,Pt,Ser,Qn,RPR,Any,Syphillis Ab,
,5876-8,Respiratory syncytial virus Ag [Presence] in Unspecified specimen by Immunoassay,MICRO,Micro,881,,,,Respiratory syncytial virus Ag,ACnc,Pt,XXX,Ord,EIA,Any,Respiratory syncytial virus Ag,
,5877-6,Respiratory syncytial virus Ag [Presence] in Unspecified specimen by Immunofluorescence,MICRO,Micro,1674,,,,Respiratory syncytial virus Ag,ACnc,Pt,XXX,Ord,IF,Any,Respiratory syncytial virus Ag,
,41476-3,Rickettsia rickettsii IgG Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1548,,,,Rickettsia rickettsii Ab.IgG,ACnc,Pt,Ser,Ord,EIA,Any,R rickettsii IgG Ab,
,41475-5,Rickettsia rickettsii IgM Ab [Presence] in Serum by Immunoassay,MICRO,Micro,1559,,,,Rickettsia rickettsii Ab.IgM,ACnc,Pt,Ser,Ord,EIA,Any,R rickettsii IgM Ab,
,5880-0,Rotavirus Ag [Presence] in Stool by Immunoassay,MICRO,Micro,1185,,,,Rotavirus Ag,ACnc,Pt,Stool,Ord,EIA,Any,Rotavirus Ag,
,22496-4,Rubella virus Ab [Presence] in Serum,MICRO,Micro,749,,,,Rubella virus Ab,ACnc,Pt,Ser,Ord,,Any,Rubella virus Ab,
,5332-2,Rubella virus Ab [Presence] in Serum by Latex agglutination,MICRO,Micro,720,,,,Rubella virus Ab,ACnc,Pt,Ser,Ord,LA,Any,Rubella virus Ab,
,20458-6,Rubella virus IgG Ab [interpretation] in Serum,MICRO,Micro,1209,,,,Rubella virus Ab.IgG,Imp,Pt,Ser,Nom,,Any,Rubella virus IgG Ab,
,41763-4,Rubella virus IgG Ab [Titer] in Serum,MICRO,Micro,1398,{titer},titer,,Rubella virus Ab.IgG,Titr,Pt,Ser,Qn,,Any,Rubella virus IgG Ab,
,8014-3,Rubella virus IgG Ab [Units/volume] in Serum,MICRO,Micro,973,[IU]/mL,IU/mL,,Rubella virus Ab.IgG,ACnc,Pt,Ser,Qn,,Any,Rubella virus IgG Ab,
,5334-8,Rubella virus IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,296,[IU]/mL,IU/mL,,Rubella virus Ab.IgG,ACnc,Pt,Ser,Qn,EIA,Any,Rubella virus IgG Ab,
,8015-0,Rubella virus IgM Ab [Units/volume] in Serum,MICRO,Micro,1847,{index} ,index ,,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,,Any,Rubella virus IgM Ab,
,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,Micro,1961,{index},index,,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,EIA,Any,Rubella virus IgM Ab,
,22412-1,Saccharopolyspora rectivirgula Ab [Presence] in Serum,MICRO,Micro,1901,,,,Saccharopolyspora rectivirgula Ab,ACnc,Pt,Ser,Ord,,Any,,
,14207-5,Streptococcal DNAse B [Titer] in Serum,MICRO,Micro,1517,{titer},titer,,DNAse B Ab.Streptococcal,Titr,Pt,Ser,Qn,,Any,,
,11266-4,Streptococcus agalactiae Ag [Presence] in Unspecified specimen,MICRO,Micro,964,,,,Streptococcus agalactiae Ag,ACnc,Pt,XXX,Ord,,Any,Strep agalactiae Ag,
,48683-7,Streptococcus agalactiae DNA [Presence] in Unspecified specimen by Probe & target amplification method,MICRO,Micro,1156,,,,Streptococcus agalactiae DNA,ACnc,Pt,XXX,Ord,Probe.amp.tar,Any,Strep agalactiae DNA,
,5034-4,Streptococcus agalactiae rRNA [Presence] in Unspecified specimen by DNA probe,MICRO,Micro,959,,,,Streptococcus agalactiae rRNA,ACnc,Pt,XXX,Ord,Probe,Any,Strep agalactiae rRNA,
